txn_id,account_id,counterparty_id,amount,timestamp,merchant_category,device_id,ip_region,account_open_date
TXN-002211,AC-0166,MR-2861,96.24,2026-03-11 02:23:59,utilities,DEV-0195,us-west,2026-05-14
TXN-002466,AC-0183,MR-3194,47.31,2026-03-21 22:15:36,retail,DEV-0093,us-east,2027-06-29
TXN-004092,AC-0294,MR-6148,110.52,2026-03-25 00:51:21,travel,DEV-0024,us-east,2026-03-28
TXN-001699,AC-0133,MR-4512,39.31,2026-01-30 15:00:12,travel,DEV-0173,us-east,2026-09-19
TXN-003236,AC-0239,MR-6047,45.1,2026-01-02 06:01:07,entertainment,DEV-0001,us-east,2026-12-08
TXN-002581,AC-0192,MR-1745,110.67,2026-03-05 19:13:53,entertainment,DEV-0235,us-east,2026-04-11
TXN-001937,AC-0148,MR-6838,57.59,2026-02-28 18:53:46,utilities,DEV-0071,us-east,2027-03-02
TXN-003438,AC-0253,MR-2381,66.16,2026-03-06 07:03:50,food,DEV-0260,us-west,2026-02-08
TXN-002970,AC-0220,MR-2739,96.1,2026-02-08 17:18:35,entertainment,DEV-0280,us-east,2026-12-08
TXN-002418,AC-0180,MR-7021,12.0,2026-02-18 01:36:43,retail,DEV-0075,us-east,2026-09-02
TXN-001091,AC-0089,MR-7069,11.59,2026-01-19 22:16:23,entertainment,DEV-0221,us-east,2026-08-06
TXN-004051,AC-0291,AC-0126,193.02,2026-03-17 19:42:45,transfer,DEV-0229,us-west,2027-05-28
TXN-001486,AC-0120,MR-3485,57.07,2026-02-15 00:14:49,utilities,DEV-0044,us-west,2027-03-21
TXN-003746,AC-0271,MR-2118,64.17,2026-01-11 08:28:35,food,DEV-0198,us-west,2027-09-19
TXN-002160,AC-0163,MR-2595,49.54,2026-02-16 09:40:05,utilities,DEV-0025,us-west,2027-03-17
TXN-001182,AC-0096,MR-1785,47.79,2026-01-07 09:26:21,entertainment,DEV-0291,us-east,2026-03-11
TXN-001453,AC-0118,MR-6634,32.22,2026-03-18 10:07:32,food,DEV-0271,us-west,2027-09-23
TXN-000594,AC-0051,MR-3887,78.22,2026-02-06 08:10:40,travel,DEV-0189,us-west,2026-12-18
TXN-000678,AC-0056,MR-4720,95.24,2026-03-28 02:46:43,retail,DEV-0109,us-west,2026-09-05
TXN-000042,AC-0002,MR-1713,181.49,2026-02-10 13:32:17,retail,DEV-0013,us-east,2026-02-22
TXN-002270,AC-0169,MR-1350,58.37,2026-01-02 12:56:16,entertainment,DEV-0005,us-east,2026-06-01
TXN-003955,AC-0285,MR-2453,42.33,2026-03-03 19:34:59,entertainment,DEV-0214,us-west,2027-03-03
TXN-002494,AC-0184,MR-3452,13.73,2026-02-28 10:23:31,utilities,DEV-0206,us-west,2027-07-09
TXN-003661,AC-0264,MR-4229,20.49,2026-02-03 06:15:18,retail,DEV-0259,us-east,2026-09-03
TXN-000244,AC-0026,MR-8402,28.77,2026-01-10 17:25:37,utilities,DEV-0283,us-central,2027-04-11
TXN-001125,AC-0092,MR-6945,101.15,2026-03-25 00:50:43,food,DEV-0054,us-east,2027-08-14
TXN-001340,AC-0108,MR-3473,37.63,2026-01-07 06:33:56,travel,DEV-0299,us-east,2027-05-15
TXN-003043,AC-0224,MR-2558,32.27,2026-01-06 16:08:20,utilities,DEV-0062,us-west,2027-01-14
TXN-002313,AC-0173,MR-6192,27.46,2026-01-24 11:06:31,retail,DEV-0244,us-east,2027-12-12
TXN-003585,AC-0260,MR-7274,34.44,2026-01-24 22:33:33,travel,DEV-0100,us-east,2027-09-16
TXN-001443,AC-0117,MR-6276,51.91,2026-02-04 16:20:15,travel,DEV-0241,us-west,2027-10-13
TXN-000262,AC-0028,MR-3115,90.37,2026-02-22 13:49:51,food,DEV-0108,us-east,2027-07-20
TXN-003928,AC-0283,MR-4598,87.96,2026-01-01 22:32:53,retail,DEV-0196,us-east,2027-09-08
TXN-003240,AC-0239,MR-7227,74.88,2026-03-27 03:06:06,entertainment,DEV-0001,us-east,2026-12-08
TXN-002438,AC-0181,MR-6899,62.92,2026-02-04 16:26:42,food,DEV-0101,us-west,2027-11-08
TXN-001690,AC-0133,MR-6628,50.56,2026-02-06 20:09:30,entertainment,DEV-0173,us-east,2026-09-19
TXN-002923,AC-0217,MR-9965,98.04,2026-02-27 23:21:51,utilities,DEV-0294,us-east,2026-09-06
TXN-001726,AC-0135,MR-3720,98.99,2026-03-20 02:14:21,retail,DEV-0164,us-east,2026-05-31
TXN-002885,AC-0215,MR-5086,70.81,2026-03-24 06:18:05,travel,DEV-0029,us-west,2026-05-05
TXN-000835,AC-0068,MR-3716,25.12,2026-03-10 01:38:18,utilities,DEV-0170,us-east,2026-07-05
TXN-003332,AC-0246,MR-6394,119.32,2026-03-10 17:05:04,food,DEV-0199,us-west,2026-09-25
TXN-003497,AC-0256,MR-3919,85.23,2026-02-17 00:20:22,utilities,DEV-0236,us-west,2026-02-18
TXN-003260,AC-0241,MR-2337,24.0,2026-01-16 08:50:45,utilities,DEV-0038,us-west,2027-12-15
TXN-003579,AC-0260,MR-2079,103.25,2026-03-01 02:41:24,food,DEV-0100,us-east,2027-09-16
TXN-000341,AC-0035,MR-6943,118.69,2026-03-14 19:54:20,food,DEV-0001,us-west,2026-05-01
TXN-000361,AC-0036,MR-9217,19.88,2026-01-25 11:43:32,food,DEV-0110,us-west,2026-04-22
TXN-001602,AC-0127,MR-1002,109.95,2026-03-20 08:48:04,food,DEV-0040,us-east,2027-12-02
TXN-000749,AC-0061,MR-5214,85.19,2026-03-27 04:05:28,retail,DEV-0233,us-east,2026-02-19
TXN-000114,AC-0016,MR-8591,891.83,2026-03-13 09:07:38,entertainment,DEV-0126,us-east,2026-07-02
TXN-003829,AC-0275,MR-2294,25.47,2026-03-28 06:14:42,entertainment,DEV-0286,us-east,2026-12-23
TXN-000481,AC-0043,MR-3491,60.92,2026-02-12 12:53:38,entertainment,DEV-0233,us-west,2026-07-10
TXN-003162,AC-0234,MR-4327,105.28,2026-02-07 06:34:37,travel,DEV-0029,us-east,2026-01-15
TXN-002125,AC-0161,MR-3874,9.24,2026-01-15 00:43:59,food,DEV-0023,us-west,2027-08-29
TXN-001973,AC-0152,MR-7127,95.63,2026-01-15 22:42:42,food,DEV-0219,us-west,2027-03-01
TXN-002471,AC-0183,MR-3767,5.22,2026-03-17 12:13:40,food,DEV-0093,us-east,2027-06-29
TXN-002771,AC-0207,MR-1701,10.53,2026-03-24 20:58:40,utilities,DEV-0005,us-west,2026-04-17
TXN-003078,AC-0229,MR-2435,25.57,2026-02-27 09:14:02,retail,DEV-0026,us-east,2026-07-08
TXN-003929,AC-0283,MR-5600,69.51,2026-01-22 00:22:13,retail,DEV-0196,us-east,2027-09-08
TXN-000784,AC-0063,MR-3566,58.33,2026-01-03 18:12:17,entertainment,DEV-0015,us-east,2026-07-22
TXN-003728,AC-0269,MR-4149,11.75,2026-02-25 15:47:19,retail,DEV-0161,us-west,2026-01-19
TXN-003320,AC-0245,MR-3077,43.76,2026-01-14 01:04:56,retail,DEV-0023,us-west,2026-10-07
TXN-002834,AC-0211,MR-8756,19.1,2026-02-27 12:48:57,travel,DEV-0256,us-east,2026-12-19
TXN-001767,AC-0137,MR-4814,26.04,2026-03-14 04:01:36,utilities,DEV-0254,us-west,2027-10-29
TXN-003477,AC-0255,MR-9252,55.53,2026-03-21 02:30:18,retail,DEV-0110,us-east,2026-04-30
TXN-003596,AC-0261,MR-6689,79.55,2026-02-04 22:43:47,entertainment,DEV-0141,us-east,2026-08-25
TXN-003534,AC-0258,MR-2637,94.7,2026-01-23 15:34:20,food,DEV-0215,us-west,2027-11-03
TXN-003366,AC-0248,MR-1014,10.15,2026-02-17 04:13:08,utilities,DEV-0199,us-west,2027-05-04
TXN-003910,AC-0281,MR-4472,34.06,2026-02-24 13:58:56,travel,DEV-0151,us-west,2026-10-28
TXN-003915,AC-0281,MR-4452,97.91,2026-02-15 10:36:31,travel,DEV-0151,us-west,2026-10-28
TXN-002185,AC-0165,MR-1478,39.01,2026-03-20 15:56:21,travel,DEV-0287,us-east,2027-04-09
TXN-003059,AC-0226,MR-8967,85.26,2026-02-17 05:16:01,food,DEV-0053,us-east,2027-10-06
TXN-002628,AC-0197,MR-3049,32.42,2026-02-10 04:26:25,utilities,DEV-0070,us-east,2027-06-23
TXN-001272,AC-0102,AC-0222,106.53,2026-02-19 06:18:22,transfer,DEV-0238,us-west,2027-05-27
TXN-003514,AC-0257,MR-5038,100.94,2026-02-28 08:14:58,travel,DEV-0033,us-west,2026-04-30
TXN-003340,AC-0246,MR-9660,35.9,2026-02-23 01:09:39,entertainment,DEV-0199,us-west,2026-09-25
TXN-001128,AC-0092,MR-2150,42.35,2026-01-03 01:44:58,retail,DEV-0054,us-east,2027-08-14
TXN-000627,AC-0053,MR-1229,64.81,2026-03-17 00:04:31,travel,DEV-0092,us-west,2027-01-17
TXN-000348,AC-0035,MR-1558,77.71,2026-02-04 23:17:34,utilities,DEV-0001,us-west,2026-05-01
TXN-001303,AC-0105,MR-9594,6.61,2026-01-01 04:46:27,retail,DEV-0231,us-east,2026-09-20
TXN-002759,AC-0205,MR-8913,31.96,2026-01-05 14:33:00,retail,DEV-0043,us-west,2027-12-02
TXN-001566,AC-0126,MR-9138,46.83,2026-03-14 21:33:08,utilities,DEV-0082,us-east,2027-06-13
TXN-003704,AC-0267,MR-2948,91.19,2026-02-24 02:57:25,retail,DEV-0121,us-east,2026-12-31
TXN-002282,AC-0170,MR-9592,63.54,2026-02-02 05:36:10,retail,DEV-0211,us-east,2026-12-03
TXN-000980,AC-0078,MR-8235,9.94,2026-01-08 01:25:15,utilities,DEV-0288,us-west,2026-03-14
TXN-002058,AC-0157,MR-6113,72.21,2026-03-02 10:35:10,retail,DEV-0002,us-east,2026-03-26
TXN-001424,AC-0116,MR-6902,89.11,2026-03-13 16:43:54,food,DEV-0231,us-west,2026-10-21
TXN-004065,AC-0292,MR-7114,97.15,2026-03-20 12:51:35,food,DEV-0013,us-west,2026-03-14
TXN-003416,AC-0251,MR-8604,93.08,2026-01-19 11:45:06,utilities,DEV-0244,us-west,2027-04-03
TXN-000912,AC-0072,MR-9002,86.53,2026-03-26 09:14:36,entertainment,DEV-0239,us-west,2026-12-09
TXN-002910,AC-0216,MR-4752,10.07,2026-01-31 06:32:27,travel,DEV-0296,us-east,2026-07-27
TXN-000633,AC-0054,MR-3957,17.5,2026-01-02 05:25:42,utilities,DEV-0130,us-west,2027-10-09
TXN-000670,AC-0056,AC-0238,396.58,2026-03-13 03:08:24,transfer,DEV-0109,us-west,2026-09-05
TXN-000446,AC-0041,MR-2065,39.94,2026-03-19 19:34:40,travel,DEV-0106,us-west,2026-10-04
TXN-000618,AC-0053,MR-2382,102.63,2026-02-12 01:11:35,food,DEV-0092,us-west,2027-01-17
TXN-003218,AC-0238,MR-3251,32.61,2026-01-18 19:10:06,retail,DEV-0290,us-east,2027-08-23
TXN-002619,AC-0197,MR-1579,102.25,2026-01-14 19:40:04,utilities,DEV-0070,us-east,2027-06-23
TXN-002359,AC-0175,MR-9011,8.9,2026-02-05 12:27:57,entertainment,DEV-0257,us-west,2026-10-17
TXN-001327,AC-0106,AC-0211,328.13,2026-02-10 23:24:17,transfer,DEV-0089,us-east,2027-05-09
TXN-000287,AC-0031,MR-7606,41.62,2026-03-13 03:07:12,entertainment,DEV-0036,us-west,2027-07-19
TXN-002642,AC-0198,MR-5681,70.02,2026-01-22 19:55:33,entertainment,DEV-0113,us-west,2026-01-07
TXN-002568,AC-0191,MR-7737,75.21,2026-01-26 00:45:27,food,DEV-0003,us-east,2027-05-24
TXN-003690,AC-0265,MR-1545,70.9,2026-02-12 03:43:15,utilities,DEV-0064,us-west,2027-03-27
TXN-002793,AC-0208,MR-1044,72.82,2026-01-03 03:50:03,utilities,DEV-0085,us-west,2026-01-06
TXN-001466,AC-0119,MR-5239,81.24,2026-03-10 06:00:58,utilities,DEV-0295,us-east,2026-03-17
TXN-001913,AC-0146,MR-4665,97.39,2026-03-30 22:58:14,retail,DEV-0177,us-east,2026-04-20
TXN-002463,AC-0183,MR-2995,21.74,2026-03-02 07:30:39,food,DEV-0093,us-east,2027-06-29
TXN-003222,AC-0238,MR-5893,69.54,2026-03-02 20:24:07,retail,DEV-0290,us-east,2027-08-23
TXN-000116,AC-0016,MR-6781,553.82,2026-02-17 17:02:28,retail,DEV-0126,us-east,2026-07-02
TXN-004010,AC-0288,MR-7472,58.07,2026-02-05 03:37:52,travel,DEV-0294,us-west,2027-03-10
TXN-001495,AC-0121,MR-7687,56.81,2026-01-15 15:48:44,food,DEV-0124,us-east,2026-01-17
TXN-000354,AC-0036,MR-9925,113.97,2026-02-02 14:29:33,entertainment,DEV-0110,us-west,2026-04-22
TXN-001967,AC-0151,MR-1855,87.71,2026-03-09 11:38:03,food,DEV-0008,us-west,2027-03-02
TXN-001233,AC-0099,MR-1292,7.23,2026-02-05 23:16:26,retail,DEV-0294,us-west,2027-02-13
TXN-000614,AC-0053,MR-9323,116.57,2026-03-22 15:00:25,retail,DEV-0092,us-west,2027-01-17
TXN-003228,AC-0239,MR-8763,54.92,2026-01-21 08:13:08,utilities,DEV-0001,us-east,2026-12-08
TXN-002209,AC-0166,MR-9801,85.53,2026-03-14 23:03:19,utilities,DEV-0195,us-west,2026-05-14
TXN-002551,AC-0190,MR-5475,68.19,2026-03-19 20:28:34,retail,DEV-0265,us-east,2027-03-04
TXN-004033,AC-0290,MR-6389,102.94,2026-03-07 19:20:15,travel,DEV-0021,us-west,2027-08-28
TXN-001862,AC-0143,AC-0084,391.35,2026-02-08 15:02:02,transfer,DEV-0032,us-east,2027-03-23
TXN-003650,AC-0264,MR-8003,80.2,2026-01-14 04:19:56,retail,DEV-0259,us-east,2026-09-03
TXN-004081,AC-0293,MR-3935,116.11,2026-01-18 07:56:27,entertainment,DEV-0209,us-west,2026-10-31
TXN-000058,AC-0007,MR-4272,180.27,2026-01-13 11:34:19,retail,DEV-0072,us-east,2026-02-25
TXN-002216,AC-0166,MR-5604,51.18,2026-02-11 15:37:58,utilities,DEV-0195,us-west,2026-05-14
TXN-001836,AC-0141,MR-7226,61.21,2026-02-23 10:17:49,food,DEV-0117,us-east,2027-05-21
TXN-002358,AC-0175,MR-9039,50.07,2026-01-23 15:57:49,travel,DEV-0257,us-west,2026-10-17
TXN-003160,AC-0234,MR-3954,97.55,2026-03-20 21:32:05,utilities,DEV-0029,us-east,2026-01-15
TXN-004162,AC-0298,AC-0120,211.75,2026-03-05 08:09:29,transfer,DEV-0157,us-east,2026-07-22
TXN-001736,AC-0135,MR-7011,62.22,2026-01-28 15:01:04,entertainment,DEV-0164,us-east,2026-05-31
TXN-001254,AC-0101,MR-8812,100.23,2026-02-12 09:20:37,retail,DEV-0272,us-east,2026-09-02
TXN-003626,AC-0262,MR-5824,48.95,2026-03-15 17:46:01,entertainment,DEV-0272,us-east,2026-03-25
TXN-002717,AC-0202,AC-0057,120.77,2026-03-28 20:02:52,transfer,DEV-0233,us-west,2027-02-08
TXN-003669,AC-0265,AC-0090,403.45,2026-02-20 12:07:31,transfer,DEV-0064,us-west,2027-03-27
TXN-004072,AC-0293,MR-4831,20.69,2026-02-02 11:18:17,utilities,DEV-0209,us-west,2026-10-31
TXN-002310,AC-0173,MR-7320,72.61,2026-03-27 23:13:18,entertainment,DEV-0244,us-east,2027-12-12
TXN-002329,AC-0174,MR-7772,32.89,2026-03-29 01:58:46,utilities,DEV-0092,us-west,2026-03-13
TXN-003846,AC-0276,MR-4547,65.1,2026-03-30 06:47:31,travel,DEV-0287,us-west,2027-02-20
TXN-001666,AC-0131,MR-6544,83.9,2026-01-10 06:26:58,entertainment,DEV-0029,us-east,2027-09-26
TXN-003450,AC-0254,MR-4868,108.73,2026-03-20 00:37:17,retail,DEV-0189,us-west,2027-05-02
TXN-000561,AC-0049,MR-2198,18.81,2026-01-07 08:18:23,entertainment,DEV-0182,us-west,2027-11-09
TXN-004171,AC-0298,MR-4081,107.74,2026-02-27 23:00:49,travel,DEV-0157,us-east,2026-07-22
TXN-000708,AC-0058,MR-7333,92.88,2026-01-18 18:45:43,utilities,DEV-0207,us-west,2027-06-13
TXN-002954,AC-0219,MR-6444,20.19,2026-01-03 08:45:11,travel,DEV-0206,us-east,2026-06-12
TXN-000425,AC-0040,MR-8185,72.77,2026-02-01 22:07:30,utilities,DEV-0119,us-west,2026-09-21
TXN-001094,AC-0089,MR-4777,71.22,2026-02-02 00:48:58,utilities,DEV-0221,us-east,2026-08-06
TXN-004105,AC-0295,MR-9456,14.66,2026-02-23 08:22:00,retail,DEV-0201,us-west,2026-05-22
TXN-001377,AC-0111,MR-9452,92.41,2026-03-07 14:33:22,utilities,DEV-0068,us-west,2026-04-24
TXN-000648,AC-0055,MR-8734,49.84,2026-02-17 05:37:29,entertainment,DEV-0077,us-west,2027-07-29
TXN-000073,AC-0011,MR-4419,187.99,2026-01-22 10:42:47,food,DEV-0045,us-east,2026-02-06
TXN-001923,AC-0148,MR-4383,82.88,2026-01-06 09:09:00,utilities,DEV-0071,us-east,2027-03-02
TXN-003195,AC-0237,MR-6986,86.48,2026-03-13 14:36:11,food,DEV-0183,us-east,2026-08-02
TXN-002255,AC-0168,MR-8750,85.66,2026-01-23 07:27:31,utilities,DEV-0251,us-west,2027-03-07
TXN-001765,AC-0137,MR-9594,60.97,2026-01-21 03:09:15,travel,DEV-0254,us-west,2027-10-29
TXN-000744,AC-0060,MR-9770,17.34,2026-01-22 01:35:43,entertainment,DEV-0171,us-west,2026-04-20
TXN-004193,AC-0299,MR-7744,66.19,2026-01-10 23:17:13,entertainment,DEV-0283,us-east,2026-08-11
TXN-001006,AC-0081,AC-0134,198.02,2026-02-14 02:22:10,transfer,DEV-0112,us-west,2026-05-18
TXN-000621,AC-0053,MR-6337,89.43,2026-01-20 03:45:38,retail,DEV-0092,us-west,2027-01-17
TXN-003473,AC-0255,AC-0031,127.29,2026-03-06 00:20:03,transfer,DEV-0110,us-east,2026-04-30
TXN-000288,AC-0031,MR-8317,29.88,2026-02-06 20:21:35,utilities,DEV-0036,us-west,2027-07-19
TXN-000554,AC-0048,MR-8798,66.1,2026-03-11 08:31:14,food,DEV-0195,us-west,2026-12-13
TXN-001126,AC-0092,MR-1764,65.35,2026-03-24 13:54:18,utilities,DEV-0054,us-east,2027-08-14
TXN-001242,AC-0099,MR-8522,106.73,2026-01-16 13:48:38,utilities,DEV-0294,us-west,2027-02-13
TXN-002011,AC-0154,MR-3619,49.0,2026-03-10 21:02:27,food,DEV-0282,us-west,2027-05-16
TXN-001555,AC-0125,MR-1322,42.74,2026-01-08 16:43:48,travel,DEV-0180,us-west,2026-11-07
TXN-003856,AC-0276,MR-6165,30.73,2026-01-24 06:55:09,retail,DEV-0287,us-west,2027-02-20
TXN-004128,AC-0296,MR-7344,78.76,2026-03-30 22:07:36,travel,DEV-0177,us-east,2027-04-25
TXN-002769,AC-0207,MR-1503,102.72,2026-03-13 06:50:25,utilities,DEV-0005,us-west,2026-04-17
TXN-000999,AC-0080,MR-1832,63.24,2026-01-20 20:24:18,utilities,DEV-0213,us-east,2026-03-12
TXN-002289,AC-0171,MR-8159,76.63,2026-01-28 04:53:43,travel,DEV-0270,us-west,2026-05-22
TXN-003632,AC-0262,MR-1855,19.36,2026-03-19 12:22:45,travel,DEV-0272,us-east,2026-03-25
TXN-002005,AC-0153,MR-2482,53.31,2026-02-15 06:37:35,utilities,DEV-0155,us-east,2026-10-12
TXN-002231,AC-0167,MR-9114,35.58,2026-02-23 09:39:46,food,DEV-0075,us-east,2027-09-14
TXN-001398,AC-0114,MR-4735,12.5,2026-03-24 22:59:39,entertainment,DEV-0083,us-east,2026-12-19
TXN-001578,AC-0126,AC-0112,356.82,2026-01-18 21:46:22,transfer,DEV-0082,us-east,2027-06-13
TXN-002822,AC-0210,MR-8645,102.81,2026-03-27 21:29:22,utilities,DEV-0146,us-east,2026-03-30
TXN-002290,AC-0171,MR-2535,31.32,2026-01-20 02:51:14,utilities,DEV-0270,us-west,2026-05-22
TXN-001621,AC-0128,MR-3976,25.25,2026-02-28 22:13:13,food,DEV-0063,us-east,2026-03-24
TXN-003971,AC-0286,MR-4950,102.97,2026-01-30 02:34:03,retail,DEV-0189,us-east,2026-03-09
TXN-001827,AC-0140,MR-2754,63.04,2026-03-28 04:49:59,travel,DEV-0260,us-west,2026-09-16
TXN-002349,AC-0175,MR-9840,100.03,2026-01-09 06:03:25,entertainment,DEV-0257,us-west,2026-10-17
TXN-004203,AC-0300,MR-8955,69.47,2026-01-21 01:27:50,utilities,DEV-0283,us-west,2027-04-21
TXN-002526,AC-0188,MR-5034,73.54,2026-01-14 23:34:10,travel,DEV-0073,us-west,2026-04-11
TXN-003985,AC-0286,MR-3405,48.38,2026-01-06 05:31:42,food,DEV-0189,us-east,2026-03-09
TXN-000441,AC-0041,MR-8126,26.58,2026-02-22 21:21:59,entertainment,DEV-0106,us-west,2026-10-04
TXN-000509,AC-0044,MR-2770,102.5,2026-03-30 12:56:40,travel,DEV-0127,us-east,2026-09-11
TXN-001101,AC-0089,MR-8089,91.47,2026-02-07 16:46:41,retail,DEV-0221,us-east,2026-08-06
TXN-000590,AC-0051,MR-5740,28.44,2026-02-17 00:57:54,travel,DEV-0189,us-west,2026-12-18
TXN-003264,AC-0242,MR-5997,63.54,2026-03-14 13:48:34,retail,DEV-0223,us-east,2026-05-26
TXN-000650,AC-0055,MR-2678,28.02,2026-03-02 12:33:16,entertainment,DEV-0077,us-west,2027-07-29
TXN-001547,AC-0124,MR-5529,43.19,2026-02-09 21:41:31,travel,DEV-0096,us-west,2026-01-14
TXN-003956,AC-0285,MR-8024,60.03,2026-02-01 08:05:55,retail,DEV-0214,us-west,2027-03-03
TXN-004169,AC-0298,MR-8755,87.83,2026-02-28 00:54:59,utilities,DEV-0157,us-east,2026-07-22
TXN-002528,AC-0188,MR-3269,80.82,2026-01-30 05:31:20,retail,DEV-0073,us-west,2026-04-11
TXN-000419,AC-0040,MR-1930,65.5,2026-03-30 16:54:09,utilities,DEV-0119,us-west,2026-09-21
TXN-004111,AC-0295,MR-4636,93.98,2026-01-14 02:17:44,retail,DEV-0201,us-west,2026-05-22
TXN-002749,AC-0204,MR-6427,83.47,2026-01-11 16:13:30,travel,DEV-0024,us-east,2027-11-10
TXN-001456,AC-0118,MR-2431,6.06,2026-02-02 23:16:49,utilities,DEV-0271,us-west,2027-09-23
TXN-003932,AC-0283,MR-3361,10.56,2026-02-04 20:41:13,food,DEV-0196,us-east,2027-09-08
TXN-000661,AC-0055,MR-7834,36.5,2026-01-03 22:04:55,entertainment,DEV-0077,us-west,2027-07-29
TXN-000631,AC-0054,MR-2889,52.65,2026-02-16 10:43:41,retail,DEV-0130,us-west,2027-10-09
TXN-000673,AC-0056,MR-9739,53.89,2026-03-20 06:25:24,utilities,DEV-0109,us-west,2026-09-05
TXN-001250,AC-0101,MR-8853,25.29,2026-02-19 13:01:28,travel,DEV-0272,us-east,2026-09-02
TXN-002620,AC-0197,MR-4902,76.14,2026-03-17 18:12:31,entertainment,DEV-0070,us-east,2027-06-23
TXN-000483,AC-0043,MR-7476,10.85,2026-03-29 08:14:34,travel,DEV-0233,us-west,2026-07-10
TXN-001585,AC-0127,MR-2193,114.32,2026-03-14 17:56:38,travel,DEV-0040,us-east,2027-12-02
TXN-002424,AC-0180,MR-5500,100.19,2026-03-25 22:33:22,entertainment,DEV-0075,us-east,2026-09-02
TXN-003721,AC-0268,MR-3700,87.89,2026-03-27 13:41:45,retail,DEV-0136,us-west,2027-11-10
TXN-003135,AC-0232,MR-8833,113.98,2026-02-19 09:36:10,utilities,DEV-0052,us-east,2027-03-23
TXN-001463,AC-0118,MR-3261,5.79,2026-03-18 02:09:46,entertainment,DEV-0271,us-west,2027-09-23
TXN-004187,AC-0299,AC-0193,61.95,2026-01-30 15:57:19,transfer,DEV-0283,us-east,2026-08-11
TXN-002277,AC-0170,MR-1707,109.74,2026-01-10 04:18:16,travel,DEV-0211,us-east,2026-12-03
TXN-003864,AC-0277,MR-3930,11.98,2026-03-28 03:09:55,travel,DEV-0202,us-east,2026-03-21
TXN-002794,AC-0208,MR-1692,76.55,2026-02-28 16:43:06,entertainment,DEV-0085,us-west,2026-01-06
TXN-002587,AC-0193,MR-1978,78.86,2026-03-19 18:08:06,entertainment,DEV-0059,us-west,2026-01-24
TXN-000857,AC-0069,MR-1976,38.1,2026-03-02 10:39:16,retail,DEV-0163,us-west,2027-09-03
TXN-001226,AC-0099,MR-8702,65.83,2026-01-03 23:31:15,utilities,DEV-0294,us-west,2027-02-13
TXN-001191,AC-0097,MR-6835,57.07,2026-01-08 19:24:28,food,DEV-0270,us-west,2026-04-28
TXN-002381,AC-0177,MR-1398,100.16,2026-03-25 15:05:55,food,DEV-0055,us-east,2027-02-23
TXN-003572,AC-0260,MR-2851,85.76,2026-02-15 07:53:42,utilities,DEV-0100,us-east,2027-09-16
TXN-000531,AC-0046,MR-5620,30.84,2026-03-17 08:29:21,travel,DEV-0190,us-east,2026-09-29
TXN-002888,AC-0215,MR-5722,24.46,2026-03-08 08:32:18,food,DEV-0029,us-west,2026-05-05
TXN-000050,AC-0005,MR-2576,42.41,2026-03-24 08:03:23,utilities,DEV-0126,us-east,2026-02-13
TXN-003161,AC-0234,MR-2175,34.15,2026-01-12 20:58:44,retail,DEV-0029,us-east,2026-01-15
TXN-002173,AC-0164,AC-0269,208.31,2026-02-11 03:03:25,transfer,DEV-0069,us-west,2026-05-04
TXN-000859,AC-0070,MR-3206,98.44,2026-03-07 12:51:08,utilities,DEV-0051,us-east,2027-11-10
TXN-002686,AC-0200,MR-7284,44.91,2026-03-06 16:37:32,travel,DEV-0106,us-east,2027-05-05
TXN-001073,AC-0087,MR-5226,10.11,2026-03-30 19:02:05,retail,DEV-0032,us-west,2026-04-13
TXN-000720,AC-0058,MR-9873,62.27,2026-02-21 15:48:58,entertainment,DEV-0207,us-west,2027-06-13
TXN-000152,AC-0019,MR-6293,504.92,2026-02-10 10:25:23,entertainment,DEV-0261,us-west,2027-11-15
TXN-002355,AC-0175,MR-9097,50.18,2026-03-27 20:33:04,utilities,DEV-0257,us-west,2026-10-17
TXN-003238,AC-0239,MR-3229,103.88,2026-01-14 07:05:48,retail,DEV-0001,us-east,2026-12-08
TXN-001661,AC-0131,MR-1052,19.25,2026-03-22 03:51:21,food,DEV-0029,us-east,2027-09-26
TXN-001657,AC-0130,MR-8554,47.9,2026-01-16 10:11:15,entertainment,DEV-0246,us-west,2027-02-02
TXN-002367,AC-0176,MR-2222,81.8,2026-02-24 00:50:34,retail,DEV-0044,us-west,2027-09-11
TXN-002805,AC-0209,MR-3184,84.73,2026-03-14 11:49:45,food,DEV-0227,us-east,2026-07-31
TXN-003878,AC-0278,MR-4089,53.63,2026-01-20 19:51:19,entertainment,DEV-0231,us-west,2027-09-28
TXN-004190,AC-0299,MR-6414,10.24,2026-02-17 06:31:52,retail,DEV-0283,us-east,2026-08-11
TXN-003292,AC-0244,MR-2107,54.52,2026-01-21 11:33:58,food,DEV-0103,us-east,2026-08-09
TXN-003211,AC-0238,MR-8502,82.52,2026-03-08 11:45:47,food,DEV-0290,us-east,2027-08-23
TXN-003882,AC-0279,MR-2167,119.28,2026-01-01 18:58:32,entertainment,DEV-0261,us-east,2027-03-25
TXN-003481,AC-0255,MR-3492,80.22,2026-01-13 03:14:28,food,DEV-0110,us-east,2026-04-30
TXN-003199,AC-0237,MR-5700,50.72,2026-03-25 15:56:24,utilities,DEV-0183,us-east,2026-08-02
TXN-003913,AC-0281,MR-8069,7.12,2026-03-22 13:15:57,entertainment,DEV-0151,us-west,2026-10-28
